,0
f3,0.16353447255353473
f12,0.16331492006161674
f77,0.09420298479162789
f2,0.058696135350330976
f0,0.04969240303291126
f1,0.0488494174354582
f24,0.0359636508689423
f23,0.03567377111183247
f25,0.03521194329458966
f8,0.020645061097048483
f9,0.01984944742684701
f15,0.018215629370216153
f11,0.018211771399717285
f16,0.017425333899777434
f10,0.016483000092800126
f20,0.016193968175617607
f14,0.01565976004532739
f7,0.014617814327285756
f22,0.014176124289684596
f6,0.013842540619740516
f18,0.009820613056494301
f74,0.008674160056653453
f59,0.008360258952411576
f32,0.008030059608524358
f31,0.006071399295384394
f64,0.006042823037663271
f19,0.005660549920401695
f45,0.005185754872889581
f55,0.0048609169686101555
f26,0.004614202286921171
f34,0.0045313149007844234
f17,0.004109950679851933
f54,0.004044660391682814
f75,0.0037386159240849017
f57,0.0033431181594415775
f62,0.002918071427969795
f50,0.002759664201710298
f48,0.002326230127005545
f44,0.0023241796249068975
f36,0.0022977857957647125
f13,0.0022976893078682
f29,0.0022246361184803613
f51,0.002222088318258803
f39,0.002121745909122404
f56,0.0018466185106124717
f37,0.001584344832652693
f33,0.0015095441228454996
f42,0.001360333354400233
f30,0.0013342014831741898
f35,0.001121759742727323
f40,0.0010528700460361398
f73,0.001039830687074108
f68,0.0009439116443048202
f53,0.0009243097888575762
f72,0.0008958385083756524
f49,0.0007033974315879078
f63,0.0006566226420377779
f61,0.0005244628588388668
f70,0.0005237782576768712
f66,0.000474167599174628
f76,0.00046835731968722014
f71,0.0004545754340425803
f43,0.00044344754353468603
f38,0.00043066714662927494
f58,0.0004109195004103478
f46,0.00038747971113812347
f69,0.0003818551380536732
f41,0.00033541808066441165
f27,0.0003174929976747862
f60,0.0003065505946944637
f28,0.00017021182427316795
f67,0.00015745347328184592
f65,0.00010418770724163481
f52,7.608991013235431e-05
f47,1.86639203716778e-05
f21,0.0
f5,0.0
f4,0.0
