,0
f77,0.24530807111736364
f2,0.08289078416821433
f0,0.05637527163312457
f1,0.0541184968030192
f24,0.05228585931268465
f23,0.05129499154317886
f9,0.04361547757527959
f8,0.032521824040006864
f11,0.028395384841037697
f16,0.028052522578750166
f7,0.024345890040098316
f10,0.02289295434313903
f6,0.021104710118098877
f20,0.018900366383888985
f15,0.01708417515646989
f74,0.015757747681165498
f18,0.013834134687694146
f32,0.011963154314344316
f64,0.01177690787286991
f31,0.009975700516993221
f14,0.009821074318935448
f22,0.00974419776791956
f19,0.009681403890589633
f45,0.008781872377114808
f34,0.00810796618043866
f54,0.007851513252175422
f55,0.0077998916629570736
f26,0.007682546179199652
f17,0.007171044700798243
f75,0.006142452011707859
f57,0.005045885427749825
f50,0.004839557126512608
f62,0.004502013746754371
f29,0.004250630807319223
f48,0.0038799839421616114
f44,0.003668140904222333
f51,0.0034883981945344517
f39,0.0033150269339078985
f13,0.0031734671134670293
f56,0.002871218440171786
f33,0.002720043154505355
f59,0.0026816104673386366
f37,0.0026730234753287356
f30,0.002538608121474738
f36,0.0023960213733098495
f42,0.0022532217813116076
f35,0.0019544014271034855
f72,0.0015870782203000126
f40,0.00155565345866536
f68,0.0013778926391283962
f73,0.001285652724788723
f53,0.0012003223692860078
f69,0.0009684865224393757
f38,0.000939879423101281
f49,0.000910725159194815
f58,0.0008934652562272662
f63,0.0008741730296840957
f66,0.0007655709002967357
f41,0.0007278832804053154
f46,0.0006854561344972178
f70,0.0006545501721668799
f43,0.0006479917977570743
f27,0.0005592565528583318
f71,0.0005556885532709303
f60,0.0005480105341727609
f76,0.0005242392131092915
f61,0.00046999402559510465
f28,0.0003061306353784969
f65,0.00024331288548335486
f67,0.0001594360907343367
f52,2.9510915027272435e-05
f47,0.0
f5,0.0
f4,0.0
f21,0.0
